norm si1 si2 E_break
1.989157683016493650e+00 1.028792043913783871e+00 2.944811289335545812e+00 2.644457146039641157e+04
2.403049947602521996e+00 1.800020645849250922e+00 2.680292761005226509e+00 2.663180139424471781e+04
2.110581083266410474e+00 1.486591761244322907e+00 2.766317043041605306e+00 2.151594125787414305e+04
2.204884073084536933e+00 1.104067994997919300e+00 2.876737384008287268e+00 2.583219313062265064e+04
2.203423259125154132e+00 1.325813124255444286e+00 2.846600484910247975e+00 2.784823519078113532e+04
2.147909383170665265e+00 1.461700687223654427e+00 2.879939702195161821e+00 2.768563121136863265e+04
2.539572796580060299e+00 1.467521980051440078e+00 3.015104245622523216e+00 3.422685715030428400e+04
2.936152401925612665e+00 1.492633689473520153e+00 2.618201884772653365e+00 3.525435948522508988e+04
2.261666858116986756e+00 1.844165887129422421e+00 2.950885644009497710e+00 3.635449943516316853e+04
3.163096793609429191e+00 1.998642055317078725e+00 3.034191047609996250e+00 6.679062347689749731e+04
2.730624352337688965e+00 2.162557870077292055e+00 2.646129946060121974e+00 4.564364525432416849e+04
2.444056874809124480e+00 1.875999651562696657e+00 3.274338165217420382e+00 5.146145044009891717e+04
2.187378320680342547e+00 1.108975867974328455e+00 3.004179098129752923e+00 2.855805207736024386e+04
2.406070946538352739e+00 1.572837607054503817e+00 2.793789055512577058e+00 3.133204167917888481e+04
2.158671735916036116e+00 1.543520910989546469e+00 2.647067252004035698e+00 2.079925150900625158e+04
2.775338085879333949e+00 1.349890002864311711e+00 2.890618535935808531e+00 3.312318540811657294e+04
2.606999925424247078e+00 1.023120118736293271e+00 2.715484066368580862e+00 2.867541075553435803e+04
2.142073890568710226e+00 1.534021479311957981e+00 2.881645783425638374e+00 2.976483329634075562e+04
2.539131201374342339e+00 2.013304161938694214e+00 2.931012116937274037e+00 4.936792338795237447e+04
2.383429799507852387e+00 1.953629742228141231e+00 2.919217829173485157e+00 3.703785969969881990e+04
2.925064680083276691e+00 1.611892241603186005e+00 2.924619100948889994e+00 4.659953794327624200e+04
2.082533374819171890e+00 1.838766477040481684e+00 2.813715158349912038e+00 2.644548934726628067e+04
2.060883790880408739e+00 2.066029027998601109e+00 2.721903285805352457e+00 3.946191522624607023e+04
1.817509918720582762e+00 1.335171806200068589e+00 2.817383645703960937e+00 2.197824857069253630e+04
2.516287004818738904e+00 1.392854579530123260e+00 2.634550139849348938e+00 2.489468038783828524e+04
